id,domain,prompt_id,source_type,model_name,model_id,text,n_words,valid_length,seed,temperature,top_p,human_dataset,split,binoculars_score
T0139,howto,,human,human,human,"Free verse poetry does not have a structure and there are no rules around meter or rhyme scheme. As the poet, you have the freedom to express yourself any way you would like, while bearing in mind that free verse poetry is still a form of artistic expression. You can use the freedom of the free verse to create striking images and explore a range of emotions. To get yourself in the mindset of a free verse poet, you should read several examples, including:""After the Sea-Ship"" by Walt Whitman""Little Father"" by Li-Young Lee""Winter Poem"" by Nikki Giovanni""in Just"" by e.e. cummings, Once you review the examples, you should look at how the examples address their subject matter and how they use keywords to discuss their subject in the poem. Though the form of the poem is open, the poet likely still uses key terms and images to create meaning in the poem. For example in Li-Young Lee's poem ""Little Father"", Lee uses the topic of his father and flips the idea on its head by calling his father ""my strange son"", and ""my little root"". He then imagines his father as a ""little pale foot"" and a ""little clock"". These strange and vivid images allow Lee to explore the idea of fathers from an interesting perspective.Another good example is Walt Whitman's ""After the Sea-Ship"", where Whitman describes the scene after a ship has passed through a stretch of ocean. He uses strong images like ""white-gray sails"" and ""myriad waves"" to create a strong impression in the reader's mind. The poem also builds on image after to image until it follows the movement of waves. Though the poem is technically not structured, it does have an arc and build up to an ending., In free verse poetry, you have the freedom to play with meter, structure, and language. To generate content for your poem, you can write down a list of keywords and images that relate to your subject or theme. You can then string these words and images together to form lines for the poem.For example, if you want your poem to focus on the theme of sadness, you may write down words and images that communicate ""sadness"" to you. You may focus on specific moments in your life when you felt sadness and use these images to create the poem.",391,True,,,,boundless-asura/wikihow,train,0.9308924404267909
T0140,howto,,human,human,human,"If only one of your tubes is blocked, and you are otherwise healthy, your doctor may suggest a course of fertility drugs like clomiphene, Femera, Follistim, Gonal-F, Bravelle, Fertinex, Ovidrel, Novarel,Antagon, Lupron, or Pergonal.Several of these drugs (Lupron, Pergonal) shut down the pituitary gland so you can control it with medication. They may be used in combination with other drugs, which cause your pituitary gland to release follicle-stimulating hormone (FSH) and luteinizing hormone (LH), thereby increasing the likelihood that you will ovulate and become pregnant (using the open fallopian tube). Note that this treatment will not work if both your fallopian tubes are blocked. If this is the case, you'll need to begin with more aggressive treatment options. The most common risks of taking fertility drugs are multiple pregnancy and ovarian hyperstimulation syndrome (OHSS).OHSS occurs when your ovaries become filled with too much fluid.; , If your doctor thinks you are a good candidate for surgery, they may recommend a laparoscopy to open blocked tubes and remove any existing scar tissue. Laparoscopic surgery does not always work. The success of your procedure will depend on your age and the cause and extent of your blockage. If your blocked tube is relatively healthy, you have a 20 - 40% chance of getting pregnant after surgery. The procedure will not be painful because you will be under general anesthesia. Risks of laparoscopic surgery include bladder infection and skin irritation around the surgery site.If you have a particular kind of blocked fallopian tube known as hydrosalpinx, in which the tube fills with fluid, you may not be a good candidate for surgery. Discuss your options with your physician - they may recommend removing the tube. This kind of surgery increases your risk of future ectopic pregnancies (in which the fertilized egg implants outside of the uterus). If you do get pregnant after your laparoscopy, your doctor should follow your progress closely and watch for signs of an ectopic pregnancy. , Salpingectomy involves removing part of your fallopian tube. This procedure is done when a tube has a buildup of fluid called hydrosalpinx. This procedure is done before undergoing an attempt at in vitro fertilization (IVF).If the end of the fallopian tube is blocked due to hydrosalpinx, a salpingostomy is performed. This procedure creates an opening in the fallopian tube near the ovaries.",389,True,,,,boundless-asura/wikihow,train,0.8857637920485211
T0141,howto,,human,human,human,"If you are suffering from ongoing nightmares that are affecting you during the day, then seeking help from a mental health professional is a good first step.You can start by seeing your doctor to discuss your nightmares and determine if the nightmares may be the result of medications or a physical condition. To receive a diagnosis of nightmare disorder, your nightmares cannot be explained by drug or alcohol use, medications, or another physical or mental health condition.If you have any of these factors, then see your doctor to find a way to correct the problem. For example, if you are taking a prescription drug that lists nightmares as a potential side effect, then your doctor may need to switch you to a different medication. If you have an existing mental health problem, then seeking treatment for that condition may help to alleviate your nightmares.; , One of the criteria for nightmare disorder is that the dreams must be bad enough to cause you to wake up. The dreams may seem to threaten your life, safety, and self-esteem. For example, you might dream that you are being attacked by a person or a wild animal, or that you are being ridiculed by a group of your peers. After you wake up, you will feel alert and aware of your surroundings.You may feel quite distressed upon waking as well. This feeling may last all day and interfere with your ability to engage with work, friends, family, and/or hobbies., The length of time that you have been suffering from nightmares will affect how the clinician evaluating your condition will rate your disorder. The categories include:Acute. Nightmares have been ongoing for one month or less. Subacute. Nightmares have been ongoing for one to six months. Persistent. Nightmares have been ongoing for six months or longer. , Your doctor or mental health practitioner will also assign a specifier to indicate the frequency of your nightmares. These specifiers include:Mild. This means that you have no more than one nightmare per week. Moderate. This means that you have more than one nightmare per week, but that you do not have a nightmare every night. Severe. This means that you have nightmares every night.",366,True,,,,boundless-asura/wikihow,train,0.9249685551448904
T0142,howto,,human,human,human,"Update your antivirus software and firewalls so you don't have to worry about strangers sending virus or malicious software to you. Make sure you're dressed appropriately - err on the side of modesty if you're nervous - and make sure there is no personal information such as a phone number or full name visible in the background behind you, as this could be caught by your webcam while chatting.; , Choose a genuine interest, but choose a fairly specific one like ""classical musicals"" or ""cross-country skiing."" Avoid general, ambiguous interests like ""movies,"" and never put anything even remotely sexual, as this will attract precisely the wrong kind of people. , Omegle warns you if the stranger is using a simulated or recorded webcam, and most people who do this are some kind of troll or are otherwise untrustworthy. Instead, opt to chat with someone using an authentic, real-time webcam, as this will allow you to have an actual conversation and make friends. , If the stranger swears or abuses you verbally, asks you to strip or perform a sexual action, offers to do so himself, or does so without asking, leave the conversation and report the user immediately. If anything they say makes you feel uncomfortable or unsafe, even if it's not explicitly abusive, leave the conversation immediately. , If the person you're talking to is worth making friends with, chances are they'll also be worried about internet safety. Asking for (or giving) personal information like age and location can make you seem rash and suspicious. Instead, focus on getting to know them and having a casual conversation. If it goes well, you can trade contact information at the end of the conversation, so you don't need to ask for this information until then. , Chat with them for a considerable amount of time - more than an hour - on Omegle Video Chat. Try to get to know them before becoming friends. Make sure there are no red flags during the conversation - make sure they seem like a normal, safe, reliable person. If at the end of the conversation you feel that you want to be friends with them, find another way to contact them. Give them your IM screen name, email address, or, if you really want to, your Facebook account.",384,True,,,,boundless-asura/wikihow,train,0.9583656523962236
T0143,howto,,human,human,human,"Fresh breath is important for kissing because you want to give the boy as many excuses as possible to keep on kissing you. Try using lifesavers or mints and always brush your teeth before you meet up with him. Remember, bad breath isn't the end of the world but avoid it if you can. Try not to eat strong, spicy, or garlicky food before you see him. Again, if you can't avoid it, it's not a huge deal but it's better to avoid it altogether.; , You can't always plan when and where you'll kiss a boy, but you can try to be prepared. If you're dressed pretty and in a way you feel comfortable, you'll have a spring in your step. That means you will be more confident. More confidence means that there's a bigger chance the boy comes back to kiss you again. Don't necessarily wear lip-gloss, and don't wear heavy lipstick. Lip-gloss and lipstick, especially, will rub off on your partner, making him look sparkly or sloppy, depending on the situation. Stick with lip balm instead. Don't wear a bunch of accessories like hats, or wear your hair so that it gets in the way. Boys like natural beauty anyway. You may want to try kissing the boy when you have your hair up, so that he focuses only on you and the kiss, not the hair tickling his face. , Public places are generally not so good for the first kiss, as you can get people staring at you or even heckling you. Try to find a place that's public, but still intimate, for you to share your first kiss. , This will not only make him understand that you like him, but will also give him some time to adjust to you, so that you're not going from 0 to 60 in a second. Hold his hand or put your arms over his shoulders. Start moving your body so that he's much closer to you; it'll be awkward if you have to move a long way to kiss him. Touch his hair or face to make him know that you are interested. Gently touch his nose with your pointer finger and smile at him. You can even try hugging him first, and while you're still hugging him, lean back and go in for the kiss. This creates a connection from the very moment you hug.",400,True,,,,boundless-asura/wikihow,test,0.9431534533691004
T0144,howto,,human,human,human,"Prove to her that you're going to get a lot of use out of the clothing you want now by showing her that you still wear clothes that you wanted really badly in the past-even if you hate them now. If you can't stand being seen in them, save them for the weekend and family functions, when you're less likely to see schoolmates.; , Feel free to take fashion cues from your friends (it's perfectly normal for you and your friends to influence each other),but stop short of wanting something just because that's what they're wearing these days.The more you follow your friends' lead, the less likely your mom will buy the clothes you pick out if she doesn't like them, just because she doesn't think your fashion choices are your own. Dress the way you want to dress and convince your mom that she won't have to buy you a whole new wardrobe the next time your friends switch theirs. If you're adopting a certain style, start small. Say you're Goth; your mom might refuse to buy you really ornate outfits right away because she thinks this is just going to be a ""phase"" for you. Choose simple ways to dress Goth in the beginning. Stick to black jeans, black shirts, black jackets, etc. Prove to her over time that this is more than just a phase. Convince her that more elaborate clothing won't be money wasted. , Convince your mom that this isn't just an impulse buy. Go to stores on your own or ask your mom to take you so you can just look at stuff. Try clothes on and see what you like. Then tell your mom you'll think it over before asking her to buy anything. Show her that this is something you really want and not just a passing fancy. , Ask yourself why you like these clothes in the first place. Based on your answers, come up with clear reasons why it's important for you to have them. Use these reasons to convince your mom. Show her that you're putting actual thought into this, like an adult.For example, if she argues that these clothes are too ""old"" for you, tell her that you're only growing older; mention things like job- or college-interviews as reasons why you need to look more mature.",388,True,,,,boundless-asura/wikihow,test,0.988394225193651
T0145,howto,,human,human,human,"What information is important to you? What will you do with the marketing report after it is created? This process requires an investment of time and expense. Make sure that you have a clear plan for using the information that you collect.Market research is the process of evaluating how well your marketing efforts are working. Specifically, does your marketing get the attention and interest of prospects? Are you converting enough of those prospects into clients?; , Before you can identify your customer's need or problem, you must identify your target or typical customer. Your target audience is the specific customer profile your are trying to reach. This could be people of a certain gender, age, profession, interest set, group, or any other quality that you think makes a customer want to buy your product. In other words, these are the people who are most likely to buy your product and the people that you tailor your marketing to.The more specific you can be about the identity of your customer, the better you can address their needs. Ask yourself, ""Who am I targeting with this product?"" and ""What do they want?"" Look at your current customers. What's the average age? Gender? Education level? Personality? Lifestyle? Hobby? Occupation? Marriage status? Values?, Consumers buy products to solve a specific problem. Your customers will only buy when they feel that solving the problem is urgent.For example, based on customer surveys and your industry knowledge, you uncover a customer problem. In this case, customers are losing time working or studying when their cell phone dies. If they forget their charger, they may lose hours of productivity. , Think about how exactly you went about responding to the customer's problem. Why did you solve it that way? What make you think about the problem in this way? What exactly does your product or solution do or include? For example, to solve the problem of dying cell phones, you create a phone charger built into a backpack. Your customers use backpacks to store computers and other work or school items. As a result, the worker or student can always charge their phone. , Figure out whether or not your product has reduced the impact of the problem you saw. This is also a good place to determine whether or not your problem needed solving in the first place.",391,True,,,,boundless-asura/wikihow,train,1.0031422574365834
T0146,howto,,human,human,human,"One big indicator that someone is totally into you is by checking to see if that person has reached out to you via social media. This means someone is thinking about you when you are not together and wants to learn more about your personal life., If she sends you a text message just to see what you are doing, or texts you all day long, then she probably can't get you off of her mind. Constant communication is a clear sign that she has a crush on you., If someone has a crush on you, she may lightly make fun of you, not to hurt your feelings, but to make you smile. The is a common method of flirtation.Along with teasing, watch for funny conversations. Chances are, she will try to keep conversations light and funny to get you to laugh, if she has a crush on you. , It can be hard to tell if someone always tries to look their best, or if it is for you. If you are Facebook friends, try looking at her photos to get a sense of what her appearance is like when you two are not around each other. If it seems that she tries to look at her best only around you, then you know she is trying to impress you., If someone stops at a shop you love to buy you a special gift, or surprises you with a little treat, then it is a sign of a crush. She wants to make you happy with her small gestures of affection and show you that she cares., If someone is always willing to spend time with you and never misses a chance to see you, then you can be sure she has a crush on you. Watch to see if she attends the same parties as you or cancels on other plans to hangout with you., If someone is crushing on you, be ready for compliments about even the smallest changes you make. Someone who likes you will notice when you get a haircut or buy a new pair of shoes, and she will let you know about that new change with a compliment.",365,True,,,,boundless-asura/wikihow,train,0.903476765079821
T0147,howto,,human,human,human,"Understand your strengths and weaknesses. If your team doesn't have a strong sniper, you must go on the attack, and take the other team out. If your team has strong snipers, then set up traps, where when the other team comes into a zone you have people shooting from all directions, even experiment with your positions to see find your best two more example if any team member thinks it would be too likely to get tagged in the middle of the paintball war and it is too risky if they get noticed then being a sniper might be a better choice. The second example is if any team member thinks ""Oh, who would want to mess with this person in the middle of the field"", then go for Infantry, Rifleman, Gunner, Guard, Patrol or Scout, these two examples are found out from experience and practice so this may take some practice at paintball to realize this type of suggestion. Please keep in mind that the more noticeable you are, the more prone you are to get tagged; things like sound, improper camouflage,bright colors,radios,loud music,some times you're better off keeping it to your self then saying it to others think of it it's a better choice to keep it to your self about reloading then to yell cover me reloading in case of snipers or other opponents that find you compared to not being noticed from keeping it to self; , At the beginning of the game, when choosing teams, notice what type of weaponry the other team has. Notice the key players (these are usually the leaders of the teams) and what they have with them. Notice ammo supply that the key players have. You must be very observant!but don't rudely stare at them because then they will notice you and tag you remember to consider the weaknesses in tactics of both your opponents action and weapon for example if there's a whole bunch of opponents you don't use your paintball gun what you use is a paintball grenade, if you think someone is about to paint grenade you or tag you tag them fast before they get a chance , Figure out where you can make your strong side. Plan for attacks. You must hope for the best, but plan for the worst. Have an attack squad, and a defense squad.",393,True,,,,boundless-asura/wikihow,train,1.0563957430992659
T0148,howto,,human,human,human,"Nerf doesn't actually make many air-pressure pump guns, but many people refer to all foam blasters as ""Nerf guns,"" so this is a common mod in Nerf circles. These guns are typically primed by pumping a primer about five times to build up air pressure, which then shoots the gun. A plastic release valve is included for safety purposes, keeping the gun from exploding. You can plug that valve and get more power out of your gun, as long as you're careful. , On a pump-action gun like this, the pump should come loose in one easy piece. It should have a long insert and a thicker chamber that's used to fill with air, a bit like a bike pump or some other kind of pressure pump. Pull it loose, as it shouldn't be screwed into anything after you remove the housing. Unscrew the end cap and pull the primer from the air chamber housing. It should have an end piece with a little rubber seal around it, which is used to create friction and pump the air. , On the end of the chamber where the air is pumped, there should be a little open release valve, which is basically just a hole. This is used to let some air escape if you over-pump the gun, creating too much pressure. If you plug this hole, you can get a lot more strength out of your blaster. Use a small dot of hot glue over the hole, smoothing it out and making sure it seals and covers the hole completely. Let it dry thoroughly before moving forward. Please note that the release valve is included to keep the plastic from breaking and popping open when you fill the chamber with pressure. It's toy-grade plastic we're talking about here, not strong metal, so you'll run the risk of breaking the gun completely if you do this, making it irreparable. You might get more power out of it, but only for a short period of time before it breaks. , Another way to increase the power is to remove the black rubber O-rings from the plunger in the air pump and replace them with thicker rubber. This will create a tighter seal around the pump, creating more pressure and more power with each shot.",382,True,,,,boundless-asura/wikihow,train,0.921942896708233
T0149,howto,,human,human,human,"If your parent is likely to downplay their alcoholism to a medical professional, consider going with them to their medical appointments. Raise any concerns you have with their medical professional. If your parent minimizes their alcoholism or tries to talk around it, speak up and make sure your parent has adequate information about how alcohol may affect their health.Ask the medical doctor, ""Are there any guidelines you would suggest for alcohol consumption? How might these medications interact with alcohol?"" , Quitting alcohol cold turkey can cause severe or even deadly withdrawal symptoms.Talk to your parent's doctor or other medical professionals about creating a healthy and effective way to reduce or eliminate your parent's alcohol consumption. Your parent's doctor may prescribe a medication to help your parent reduce their alcohol consumption, or they may refer your parent to an addiction specialist or mental health specialist. A psychologist or other mental health specialist may be able to help address any underlying psychological issues that might be contributing to your parent's drinking. , If your parent is in assisted living or you are planning to look into assisted living, check their alcohol policies. Some may serve alcohol, others may ban it, some consider alcohol only under a physician's guidance, still others only allow it in certain areas. Think about what may be the best option for your parent. Carefully consider the options before making a choice.If you're about to admit a parent to assisted living, let staff and physicians know ahead of time of your parent's alcoholism. , While you may think you are helping your parent, it's likely they will go buy more. This can lead to anger, resentment, bitterness, fights, or large disagreements, especially if your parent is under the influence when you do it. Your parent will only stop drinking when they are ready to get help and not before, despite your best efforts.Also keep in mind that abruptly cutting off your parent's access to alcohol can lead to dangerous or deadly withdrawal symptoms. , If you know your parent is likely to drink, find an alternative way for them to go home. Offer a ride, find a taxi, or plan to meet at their place. If you know your parent is resistant to get help, keep them safe in the meantime.",382,True,,,,boundless-asura/wikihow,train,0.9784611034756935
T0150,news,,human,human,human,"By . Daily Mail Reporter . PUBLISHED: . 16:10 EST, 3 May 2012 . | . UPDATED: . 16:19 EST, 3 May 2012 . The wife of a former Minnesota Viking was convicted today of two felonies in a hit-and-run that killed a man. Amy Senser was charged with three felony counts of criminal vehicular homicide in the death of Anousone Phanthavong. Senser was found guilty of two counts: leaving the scene of an accident and failure to promptly report an accident. She was acquitted on a third felony charge of gross negligence. She was also convicted of misdemeanor careless driving. Deliberation: The jury found Amy Senser guilty of two of the three counts after she fatally hit Anousone Phanthavong on August 23 last year and left the scene of the accident . Senser, 45, of Edina, showed little emotion as the verdicts were read. She stared straight ahead. Jurors looked tense at the conclusion of the highly publicized trial, with one crying and dabbing at tears with a handkerchief. Senser was to remain free until . sentencing. Each felony count was punishable by up to ten years in . prison, but sentencing guidelines suggested four years for each count. The misdemeanor carried a potential sentence of up to 90 days in jail. To get a conviction on the first felony . count, the prosecution had to prove that she knew she hit a person. On . the second count, the prosecution needed to prove that not only did she . know she struck someone but that she failed to report it as soon as . reasonably possible. The third requires the jury to conclude she acted . with gross negligence, not just ordinary negligence. Phanthavong, 38, was a chef at a Thai . restaurant near the site of the accident. His car had run out of gas . and he had pulled to the side of the highway exit ramp. He was filling the car's tank when he . was hit. Parts of a Mercedes were found at the scene, and authorities . sought the public's help in finding the driver. Nearly 24 hours later, attorney Eric . Nelson called authorities to tell them they could pick up the vehicle . involved at the Sensers'. Despite giving up the vehicle, the . Sensers didn't talk to police, fueling speculation about who was driving . and whether alcohol was involved.",400,True,,,,abisee/cnn_dailymail,train,1.09199706724151
T0151,news,,human,human,human,"(Tribune Media Services) -- Be forewarned, Ireland is seductive. Traditions are strong and stress is a foreign word. I fell in love with the friendliest land this side of Sicily. It all happened in a Gaeltacht. As you explore the lush Dingle Peninsula, you'll see how the Emerald Isle got its name. Gaeltachts are national parks for the traditional culture, where the government protects the old Irish ways. Shaded green on many maps, these regions brighten the west coast of the Emerald Isle. Gaeltacht means a place where Gaelic (or Irish) is spoken. But the Irish culture is more than just the language. You'll find it tilling the rocky fields, singing in the pubs, and lingering in the pride of the small-town preschool that brags ""All Gaelic."" The Dingle Peninsula -- green, rugged, and untouched -- is my favorite Gaeltacht. While the big tour buses clog the neighboring Ring of Kerry before heading east to kiss the Blarney Stone, in Dingle it still feels like the fish and the farm actually matter. Fishing boats still sail from Dingle, and a nostalgic whiff of peat scents its nighttime air, offering visitors an escape into pure Ireland. For 30 years my Irish dreams have been set here, on this sparse but lush peninsula where locals are fond of saying, ""The next parish is Boston."" Of the peninsula's 10,000 residents, 1,500 live in Dingle Town. Its few streets, lined with ramshackle but gaily painted shops and pubs, run up from a rain-stung harbor, home to a friendly dolphin. You'll see teenagers -- already working on ruddy beer-glow cheeks -- roll kegs up the streets and into the pubs in preparation for another night of music and craic (fun conversation and atmosphere). The Dingle Peninsula is worth exploring by bike or car. It's 10 miles wide and runs 40 miles from Tralee to Slea Head. The top of its mountainous spine is Mount Brandon, at 3,130 feet, the second-tallest mountain in Ireland. While only tiny villages lie west of Dingle Town, the peninsula is home to 500,000 sheep. The weather on this distant tip of Ireland is often misty, foggy, and rainy. But don't complain -- as locals will explain, there is no bad weather ... only inappropriate clothing. Leaving Dingle Town by car or bike, it becomes clear that the peninsula is an open-air museum.",392,True,,,,abisee/cnn_dailymail,test,0.9740614248039922
T0152,news,,human,human,human,"(CNN) -- It's hard to imagine Meryl Streep having second thoughts about tackling any role, but the actress admits that she had doubts about ""Doubt,"" her newest project. The cast of ""Doubt,"" from left: Viola Davis, Amy Adams, Meryl Streep and Philip Seymour Hoffman. The film -- based on a Tony Award- and Pulitzer Prize-winning play by the same name -- examines what happens when a strict nun who heads a Catholic school in the Bronx suspects a charismatic priest of having an inappropriate relationship with a student. ""I actually didn't think it would ever be a movie,"" Streep said. ""It was so thoroughly realized on stage, and it was so minimal. It was hard to imagine how or why you would make a movie out of it."" But Streep, who plays the terrifyingly severe and determined school principal, Sister Aloysius Beauvier, said she changed her mind when she saw the final product. ""How did they make the play without any children in it? It is just sort of amazing to me, because to me they are sort of the landscape. They are the lambs of the movie. They are the stakes. They are why everybody is passionate."" Her co-stars are passionate about sharing the screen with a Hollywood legend. Philip Seymour Hoffman, who plays the priest targeted by Streep's character in the film, says he ""adores"" her. Amy Adams calls Streep ""a sweetheart."" Viola Davis says she's ""just fantastic."" Davis' performance in the movie is generating Oscar buzz, with Streep advising the actress to pick out a dress for the Academy Awards. Davis, who plays the mother of the student at the center of the sexual abuse allegations at the school, said she drew on the experiences of her mom and other women she knows to bring the role to life. She expressed awe about any suggestion of an Oscar nomination. ""It's surreal. I don't know how to respond to that anymore,"" Davis said. ""All I wanted to do was good work. ... Everything else is just the icing on the cake."" The movie is set in 1964, but the play was written by John Patrick Shanley after the sexual abuse scandal that rocked the Roman Catholic Church several years ago.",372,True,,,,abisee/cnn_dailymail,test,0.9185318560738365
T0153,news,,human,human,human,"By . Phil Vinter . PUBLISHED: . 07:38 EST, 12 April 2012 . | . UPDATED: . 13:29 EST, 12 April 2012 . Patrick Swayze famously said 'nobody puts Baby in the corner' - but the Dirty Dancing line doesn't appear to apply to the mums who want to see their little girls crowned as the next UK Disco Kid champ. As their fake orange tans shimmer and the thousands of sequins on their expensive, garishly-coloured costumes sparkle under the bright lights, it could be a Vegas show. But it is in fact the surreal world of under 10 freestyle disco dancing where girls as young as four and their mums go to huge lengths to achieve glory in this fiercely competitive environment. SCROLLL DOWN FOR VIDEO . Dressed up: Parents spend thousands on their daughters to ensure they wear the glitziest costumes possible complete with sequins and hair fasteners . Tiring: Cara collapses to the floor with exhaustion after giving her all in a disco dancing performance . In scenes some may find uncomfortable the frenzied crowd whoops and hollers as the gaggle of heavily made up petite dancers push their bodies to the limits as they flip and leap around the dance floor of the famous Blackpool Tower Ballroom. The child dance scene has been highlighted in a Channel 4 documentary which chronicles the journey of four nine-year-old girls as they battle through a series of heats to try and achieve their dream. It reveals the girls' rigorous training schedule which involves contorting their small frames into near-impossible positions and performing unbelievable feats of flexibility, stamina and strength for more than six hours a day. Such is the effort put in by the girls in the documentary that one is shown to collapse in a competition and another appears to be in serious physical discomfort as she takes drags from an asthma inhaler. Balanced: Young Clemmy contorts her body into a near impossible position as she trains for the final of the Disco Kid competition . Painful: A young girl lets out a little scream of pain as she is . pushed from behind by reigning Disco Kid champ cara . Take-off: One of the girls leaps in the air as she takes part in a heat en route to reach the final .",386,True,,,,abisee/cnn_dailymail,train,0.9701219893154038
T0154,news,,human,human,human,"(CNN) -- A convicted sex offender who was sentenced to death for killing a 9-year-old Idaho boy is scheduled to be arraigned Monday on charges related to the killing of a 10-year-old California boy. Joseph Edward Duncan III will answer charges in the 1997 abduction and murder of Anthony Martinez. Joseph Edward Duncan III is expected to appear in court in Riverside County, California, to answer to charges in the 1997 abduction and murder of Anthony Martinez, said a spokesman for the Riverside County District Attorney's office. Investigators have charged Duncan with murder in Anthony's death. Law-enforcement officials also are investigating whether Duncan, who committed his first sexual offense at the age of 12, can be tied to other crimes, according to CNN affiliate KTLA in Los Angeles, California. Martinez was kidnapped on April 4, 1997 from an alley near his home in the city of Beaumont, the station reported; the boy's naked body was discovered a little over two weeks later. Duncan has confessed to killing Martinez and crushing the boy's head with a rock, KTLA reported, citing court documents. Authorities reportedly discovered the boy's body by following vultures to a remote section of a nearby canyon. The body was partially buried under a pile of rocks and bound with duct tape, according to KTLA. Duncan, a high school dropout and drifter, was sentenced to death last August for the torture and murder of Dylan Groene, a 9-year-old Idaho boy. He was convicted of kidnapping Dylan and his then 8-year-old sister before torturing them at a remote campsite and fatally bludgeoning members of their family. In 2007, Duncan pleaded guilty to murder and kidnapping counts in state court for the hammer-attack murders of three other Groene family members. If convicted of murdering Martinez, Duncan can be sentenced to death again.",301,True,,,,abisee/cnn_dailymail,train,0.9686741444847232
T0155,news,,human,human,human,"By . Ray Massey and Anthony Bond . PUBLISHED: . 18:03 EST, 12 July 2012 . | . UPDATED: . 12:46 EST, 13 July 2012 . The M4 motorway has reopened in both directions a week after it was closed for emergency repair works but questions have been raised if the job was rushed to prevent national humiliation. The road, which is expected to be one of the busiest routes during the Olympic Games, was shut last Friday between junctions 2 and 3 after cracks were discovered on a viaduct. It was reopened to traffic - but only to cars and lorries under 7.5 tonnes - at around 5.30am after engineers completed the 'complex' repairs which were due to be fixed yesterday. It prompted Labour to question if safety corners were cut and the job rushed to prevent embarrassment ahead of the arrival of Olympic athletes and their families on Monday. SCROLL DOWN FOR VIDEO . Good news: The M4 motorway has reopened in both directions a week after it was closed for emergency repair works, the Highways Agency said this morning . Labour shadow transport spokesman John Woodcock described the reopening of the M4 as a 'huge relief', but said ministers needed to come out and confirm they were totally happy that the road was safe to use. He said: 'Given the scale of the problem, ministers need to come out and say they are completely confident the crack is fixed.'He told BBC Breakfast: 'The whole country wants the Olympics to be a huge success so it is a huge relief that the road is open because of the chaos it would have caused with athletes arriving on Monday to travel to the Olympic Village.' The shadow transport minister added: 'There are real questions as to why this crack was found so late in the day as works have been going on there for some time.'The Highways Agency hinted that an exception to the weight rule may be made for Olympic coaches transporting Olympic VIPs and athletes to and from Heathrow preparations for the games get underway.A spokesman added: ""The crack was discovered during an ongoing repair programme. Work on that continues and for this reason vehicles weighing 7.5 tonnes or more will still be restricted from using the motorway between the junctions.",384,True,,,,abisee/cnn_dailymail,train,1.0269099173694245
T0156,news,,human,human,human,"By . Daily Mail Reporter . PUBLISHED: . 08:05 EST, 20 June 2012 . | . UPDATED: . 05:47 EST, 21 June 2012 . The London cable car which will fly Olympic spectators over the Thames will open before the end of this month, Transport for London said today. Transport chiefs have also revealed the pricing structure for the Emirates Air Line - saying it will cost some spectators as much as £16 to buy tickets for the 1.1km river crossing on the £50m cable car. Transport for London said the cable car will open to the public at midday on June 28 - almost a month before the start of the Olympics themselves on July 27. The Emirates Airline seen against the backdrop of the Gherkin, one of London's most famous landmarks . Cabins are tested high above the O2 arenas, formerly the Millennium Dome, and the River Thames in London . During the test drives the gondolas were filled with workers to see how the system would cope with passengers . The month-long period before the Olympics will see transport bosses recoup as much as possible of the rumoured £50m cost of the Emirates Air Line. A 'frequent flyer' ticket for the cable car costs £16, while a one-off, single adult journey costs £4.30 for those who don't have an Oyster Card. The cost of a single ride for non-Londoners and tourists, most of whom won't have Oyster travel cards, equates to around £1 per minute for the five-minute ride from Greenwich to the Royal Docks. The Emirates Air Line will link between the 02 Arena in Greenwich and the ExCel exhibition centre, carrying 2,500 people an hour. The frequent flyer ticket gives tourists 10 journeys at the cost of £16. A single, adult, pay-as-you-go fare with an Oyster Card will cost £3.20, while a cash ticket for those aged 15 or under will cost £2.20 and the fare will be £1.60 for those using Oyster cards. The cables run high above the skyscrapers of Canary Wharf giving the passengers excellent views of the City . Shuttles: The 34 gondolas will be able to take 2,500 passengers an hour . Riders will also be able to make a . non-stop round trip on the cable car, with views of the City, Canary . Wharf, the Thames Barrier and the Olympic Park, at a cost of £6.40 with .",400,True,,,,abisee/cnn_dailymail,test,0.9857608722494398
