row_key,id,split,domain,provider,judge_model,repetition,include_domain,candidate_order_json,raw_predicted_label,predicted_label,predicted_source_type,confidence,scores_json,evidence_json,input_tokens,output_tokens,total_tokens,error
test::T0027,T0027,test,howto,openai,gpt-5.6-luna,2,False,"[""microsoft/Phi-4-mini-instruct"", ""Qwen/Qwen3-4B-Instruct-2507"", ""HuggingFaceTB/SmolLM3-3B"", ""human"", ""google/gemma-4-E4B-it"", ""mistralai/Mistral-7B-Instruct-v0.3""]",microsoft/Phi-4-mini-instruct,microsoft/Phi-4-mini-instruct,ai,0.3,"{""human"": 0.08, ""HuggingFaceTB/SmolLM3-3B"": 0.2, ""Qwen/Qwen3-4B-Instruct-2507"": 0.18, ""google/gemma-4-E4B-it"": 0.14, ""microsoft/Phi-4-mini-instruct"": 0.3, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.1}","[""Highly repetitive, child-directed explanatory structure with multiple analogies (\""superhero,\"" \""plant's kitchen,\"" \""solar-powered machine\"")."", ""Formulaic progression from definition to steps to broad importance, with simplified but consistently grammatical prose."", ""The enthusiastic, pedagogical tone and repeated restatements are more characteristic of a small instruction-tuned model than a human-authored passage.""]",880.0,224.0,1104.0,
test::T0027,T0027,test,howto,gemini,gemini-3.5-flash-lite,0,False,"[""google/gemma-4-E4B-it"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""HuggingFaceTB/SmolLM3-3B"", ""human"", ""microsoft/Phi-4-mini-instruct"", ""Qwen/Qwen3-4B-Instruct-2507""]",human,human,human,0.85,"{""human"": 0.85, ""HuggingFaceTB/SmolLM3-3B"": 0.03, ""Qwen/Qwen3-4B-Instruct-2507"": 0.03, ""google/gemma-4-E4B-it"": 0.03, ""microsoft/Phi-4-mini-instruct"": 0.03, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.03}","[""Engaging, pedagogical tone uses relatable analogies like 'a plant's kitchen' and 'superhero' that reflect natural human explanatory writing."", ""Varied and conversational sentence structure without the rigid list-like formatting typical of default LLM instructional outputs.""]",,,1075.0,
test::T0027,T0027,test,howto,gemini,gemini-3.5-flash-lite,1,False,"[""human"", ""google/gemma-4-E4B-it"", ""Qwen/Qwen3-4B-Instruct-2507"", ""microsoft/Phi-4-mini-instruct"", ""HuggingFaceTB/SmolLM3-3B"", ""mistralai/Mistral-7B-Instruct-v0.3""]",google/gemma-4-E4B-it,google/gemma-4-E4B-it,ai,0.55,"{""human"": 0.05, ""HuggingFaceTB/SmolLM3-3B"": 0.1, ""Qwen/Qwen3-4B-Instruct-2507"": 0.1, ""google/gemma-4-E4B-it"": 0.55, ""microsoft/Phi-4-mini-instruct"": 0.1, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.1}","[""Conversational didactic framing typical of contemporary instruction-tuned models."", ""Polysyndetic sentence construction and explanatory metaphors like 'tiny solar-powered machine'."", ""Balanced lexical distribution with standard formatting artifacts.""]",,,1074.0,
test::T0027,T0027,test,howto,gemini,gemini-3.5-flash-lite,2,False,"[""human"", ""google/gemma-4-E4B-it"", ""microsoft/Phi-4-mini-instruct"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""HuggingFaceTB/SmolLM3-3B"", ""Qwen/Qwen3-4B-Instruct-2507""]",human,human,human,0.45,"{""human"": 0.45, ""HuggingFaceTB/SmolLM3-3B"": 0.1, ""Qwen/Qwen3-4B-Instruct-2507"": 0.1, ""google/gemma-4-E4B-it"": 0.15, ""microsoft/Phi-4-mini-instruct"": 0.1, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.1}","[""Conversational and engaging pedagogical tone with rhetorical questions typical of human-authored educational texts."", ""Varied sentence structure and natural, unforced transitions that lack standard LLM structural signatures."", ""Absence of formulaic concluding summaries often found in small-to-medium parameter model outputs.""]",,,1079.0,
test::T0036,T0036,test,opinion,openai,gpt-5.6-luna,0,False,"[""microsoft/Phi-4-mini-instruct"", ""human"", ""HuggingFaceTB/SmolLM3-3B"", ""Qwen/Qwen3-4B-Instruct-2507"", ""google/gemma-4-E4B-it"", ""mistralai/Mistral-7B-Instruct-v0.3""]",Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B-Instruct-2507,ai,0.27,"{""human"": 0.08, ""HuggingFaceTB/SmolLM3-3B"": 0.14, ""Qwen/Qwen3-4B-Instruct-2507"": 0.27, ""google/gemma-4-E4B-it"": 0.2, ""microsoft/Phi-4-mini-instruct"": 0.16, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.15}","[""Highly polished advocacy essay with formulaic transitions such as “Beyond,” “However,” and “Ultimately.”"", ""Repeated abstract claims and balanced counterargument structure suggest instruction-tuned generation rather than distinctive human prose."", ""The prose is coherent but somewhat generic, with stock phrases such as “vital for creating truly livable, sustainable cities.”""]",915.0,220.0,1135.0,
test::T0036,T0036,test,opinion,openai,gpt-5.6-luna,1,False,"[""google/gemma-4-E4B-it"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""microsoft/Phi-4-mini-instruct"", ""HuggingFaceTB/SmolLM3-3B"", ""human"", ""Qwen/Qwen3-4B-Instruct-2507""]",microsoft/Phi-4-mini-instruct,microsoft/Phi-4-mini-instruct,ai,0.28,"{""human"": 0.08, ""HuggingFaceTB/SmolLM3-3B"": 0.12, ""Qwen/Qwen3-4B-Instruct-2507"": 0.22, ""google/gemma-4-E4B-it"": 0.14, ""microsoft/Phi-4-mini-instruct"": 0.28, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.16}","[""Highly polished persuasive structure with generic thesis-support-counterargument-conclusion progression."", ""Repeated broad-value phrasing and abstract transitions suggest synthetic advocacy prose."", ""Minor punctuation artifacts around em-dash-like interruptions are consistent with generated text.""]",915.0,192.0,1107.0,
test::T0036,T0036,test,opinion,openai,gpt-5.6-luna,2,False,"[""google/gemma-4-E4B-it"", ""HuggingFaceTB/SmolLM3-3B"", ""human"", ""microsoft/Phi-4-mini-instruct"", ""Qwen/Qwen3-4B-Instruct-2507"", ""mistralai/Mistral-7B-Instruct-v0.3""]",microsoft/Phi-4-mini-instruct,microsoft/Phi-4-mini-instruct,ai,0.29,"{""human"": 0.08, ""HuggingFaceTB/SmolLM3-3B"": 0.1, ""Qwen/Qwen3-4B-Instruct-2507"": 0.22, ""google/gemma-4-E4B-it"": 0.14, ""microsoft/Phi-4-mini-instruct"": 0.29, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.17}","[""Highly polished persuasive structure with generic thesis, concession, and conclusion patterns suggests instruction-tuned generation."", ""Repeated abstract contrasts and formulaic transitions (\""Beyond...\"", \""Critics often argue...\"", \""Ultimately...\"") are more characteristic of generated advocacy prose than distinctive human writing."", ""Minor punctuation artifacts in compounds such as \""interaction-something\"" and \""gain-a quieter\"" suggest generation or formatting noise.""]",915.0,228.0,1143.0,
test::T0036,T0036,test,opinion,gemini,gemini-3.5-flash-lite,0,False,"[""mistralai/Mistral-7B-Instruct-v0.3"", ""HuggingFaceTB/SmolLM3-3B"", ""microsoft/Phi-4-mini-instruct"", ""google/gemma-4-E4B-it"", ""human"", ""Qwen/Qwen3-4B-Instruct-2507""]",human,human,human,0.85,"{""human"": 0.85, ""HuggingFaceTB/SmolLM3-3B"": 0.02, ""Qwen/Qwen3-4B-Instruct-2507"": 0.03, ""google/gemma-4-E4B-it"": 0.04, ""microsoft/Phi-4-mini-instruct"": 0.03, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.03}","[""The text displays natural argumentative flow and varied sentence structures typical of human essay-writing rather than LLM boilerplate."", ""Lacks formulaic transition phrases and predictable structure often seen in instruction-tuned model outputs."", ""Uses nuanced phrasing like 'redefine what they value in their neighborhood' reflecting genuine stylistic individuality.""]",,,1097.0,
test::T0036,T0036,test,opinion,gemini,gemini-3.5-flash-lite,1,False,"[""microsoft/Phi-4-mini-instruct"", ""human"", ""Qwen/Qwen3-4B-Instruct-2507"", ""HuggingFaceTB/SmolLM3-3B"", ""google/gemma-4-E4B-it"", ""mistralai/Mistral-7B-Instruct-v0.3""]",human,human,human,0.45,"{""human"": 0.45, ""HuggingFaceTB/SmolLM3-3B"": 0.1, ""Qwen/Qwen3-4B-Instruct-2507"": 0.1, ""google/gemma-4-E4B-it"": 0.1, ""microsoft/Phi-4-mini-instruct"": 0.15, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.1}","[""Sophisticated lexical variety and natural rhetorical flow typical of human-authored opinion journalism."", ""Complex sentence structures and nuanced phrasing avoiding standard LLM transitional formulas.""]",,,1060.0,
test::T0036,T0036,test,opinion,gemini,gemini-3.5-flash-lite,2,False,"[""human"", ""google/gemma-4-E4B-it"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""microsoft/Phi-4-mini-instruct"", ""HuggingFaceTB/SmolLM3-3B"", ""Qwen/Qwen3-4B-Instruct-2507""]",human,human,human,0.45,"{""human"": 0.45, ""HuggingFaceTB/SmolLM3-3B"": 0.1, ""Qwen/Qwen3-4B-Instruct-2507"": 0.1, ""google/gemma-4-E4B-it"": 0.15, ""microsoft/Phi-4-mini-instruct"": 0.1, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.1}","[""The text employs nuanced argumentative transitions and variable sentence lengths typical of human essayists."", ""Lexical choices and rhetorical phrasing lack the rigid structural hallmarks often found in small instruction-tuned models."", ""The flow and integration of complex ideas feel natural and cohesive without repetitive LLM scaffolding.""]",,,1087.0,
test::T0039,T0039,test,review,openai,gpt-5.6-luna,0,False,"[""microsoft/Phi-4-mini-instruct"", ""google/gemma-4-E4B-it"", ""HuggingFaceTB/SmolLM3-3B"", ""human"", ""Qwen/Qwen3-4B-Instruct-2507"", ""mistralai/Mistral-7B-Instruct-v0.3""]",microsoft/Phi-4-mini-instruct,microsoft/Phi-4-mini-instruct,ai,0.27,"{""human"": 0.08, ""HuggingFaceTB/SmolLM3-3B"": 0.13, ""Qwen/Qwen3-4B-Instruct-2507"": 0.2, ""google/gemma-4-E4B-it"": 0.18, ""microsoft/Phi-4-mini-instruct"": 0.27, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.14}","[""Highly polished, formulaic restaurant-review structure with repeated sensory praise and marketing-like superlatives."", ""Extended food descriptions and balanced contrasts read more like synthetic promotional prose than spontaneous human criticism."", ""Consistent adjective-heavy style and stock imagery such as “sun-drenched piazza” and “tasted like sunshine” suggest instruction-tuned generation.""]",962.0,217.0,1179.0,
test::T0039,T0039,test,review,openai,gpt-5.6-luna,1,False,"[""mistralai/Mistral-7B-Instruct-v0.3"", ""Qwen/Qwen3-4B-Instruct-2507"", ""microsoft/Phi-4-mini-instruct"", ""human"", ""HuggingFaceTB/SmolLM3-3B"", ""google/gemma-4-E4B-it""]",mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,ai,0.28,"{""human"": 0.08, ""HuggingFaceTB/SmolLM3-3B"": 0.12, ""Qwen/Qwen3-4B-Instruct-2507"": 0.2, ""google/gemma-4-E4B-it"": 0.18, ""microsoft/Phi-4-mini-instruct"": 0.14, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.28}","[""Highly polished, formulaic restaurant-review structure with vivid but generic sensory description."", ""Repeated emphatic praise and balanced contrasts suggest synthetic promotional prose rather than spontaneous human reviewing."", ""Specific dish and ambiance details are coherent but lack distinctive personal context or idiosyncratic phrasing.""]",962.0,209.0,1171.0,
test::T0039,T0039,test,review,openai,gpt-5.6-luna,2,False,"[""google/gemma-4-E4B-it"", ""Qwen/Qwen3-4B-Instruct-2507"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""HuggingFaceTB/SmolLM3-3B"", ""human"", ""microsoft/Phi-4-mini-instruct""]",google/gemma-4-E4B-it,google/gemma-4-E4B-it,ai,0.29,"{""human"": 0.1, ""HuggingFaceTB/SmolLM3-3B"": 0.12, ""Qwen/Qwen3-4B-Instruct-2507"": 0.2, ""google/gemma-4-E4B-it"": 0.29, ""microsoft/Phi-4-mini-instruct"": 0.15, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.14}","[""Highly polished restaurant-review structure with vivid sensory description and repeated evaluative intensifiers."", ""Formulaic contrasts such as “isn't...; it...” and broad authenticity claims suggest generated promotional prose."", ""The prose is unusually consistently enthusiastic and lacks the idiosyncratic detail or restraint often found in human reviews.""]",962.0,210.0,1172.0,
test::T0039,T0039,test,review,gemini,gemini-3.5-flash-lite,0,False,"[""HuggingFaceTB/SmolLM3-3B"", ""microsoft/Phi-4-mini-instruct"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""google/gemma-4-E4B-it"", ""human"", ""Qwen/Qwen3-4B-Instruct-2507""]",human,human,human,0.95,"{""human"": 0.95, ""HuggingFaceTB/SmolLM3-3B"": 0.01, ""Qwen/Qwen3-4B-Instruct-2507"": 0.01, ""google/gemma-4-E4B-it"": 0.01, ""microsoft/Phi-4-mini-instruct"": 0.01, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.01}","[""Natural, varied sentence lengths and rhythms typical of human restaurant reviews."", ""Evocative and specific sensory details ('peppery olive oil', 'vine-ripened tomatoes that actually tasted like sunshine') without AI formulaic transitional tropes."", ""Authentic narrative flow and paragraph structure without the over-polishing common in LLM outputs.""]",,,1163.0,
test::T0039,T0039,test,review,gemini,gemini-3.5-flash-lite,1,False,"[""microsoft/Phi-4-mini-instruct"", ""google/gemma-4-E4B-it"", ""HuggingFaceTB/SmolLM3-3B"", ""human"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""Qwen/Qwen3-4B-Instruct-2507""]",human,human,human,0.85,"{""human"": 0.85, ""HuggingFaceTB/SmolLM3-3B"": 0.03, ""Qwen/Qwen3-4B-Instruct-2507"": 0.03, ""google/gemma-4-E4B-it"": 0.03, ""microsoft/Phi-4-mini-instruct"": 0.03, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.03}","[""Natural variation in sentence length and rhythmic flow typical of personal restaurant reviews."", ""Authentic sensory details and narrative progression ('We arrived on a chilly Friday evening...') without standard AI formulaic structuring."", ""Lacking the uniform bullet points or forced thematic summaries frequently injected by LLM instruction-following outputs.""]",,,1155.0,
test::T0039,T0039,test,review,gemini,gemini-3.5-flash-lite,2,False,"[""human"", ""HuggingFaceTB/SmolLM3-3B"", ""google/gemma-4-E4B-it"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""Qwen/Qwen3-4B-Instruct-2507"", ""microsoft/Phi-4-mini-instruct""]",human,human,human,0.85,"{""human"": 0.85, ""HuggingFaceTB/SmolLM3-3B"": 0.03, ""Qwen/Qwen3-4B-Instruct-2507"": 0.03, ""google/gemma-4-E4B-it"": 0.03, ""microsoft/Phi-4-mini-instruct"": 0.03, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.03}","[""Natural, varied sentence lengths and rhythmic cadence typical of organic human writing."", ""Evocative and nuanced sensory details lacking the formulaic transitional structures common in LLMs."", ""Consistent, authentic tone that reflects genuine experiential narrative rather than model-generated summaries.""]",,,1146.0,
test::T0044,T0044,test,story,openai,gpt-5.6-luna,0,False,"[""human"", ""microsoft/Phi-4-mini-instruct"", ""google/gemma-4-E4B-it"", ""HuggingFaceTB/SmolLM3-3B"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""Qwen/Qwen3-4B-Instruct-2507""]",microsoft/Phi-4-mini-instruct,microsoft/Phi-4-mini-instruct,ai,0.3,"{""human"": 0.16, ""HuggingFaceTB/SmolLM3-3B"": 0.1, ""Qwen/Qwen3-4B-Instruct-2507"": 0.18, ""google/gemma-4-E4B-it"": 0.14, ""microsoft/Phi-4-mini-instruct"": 0.3, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.12}","[""Highly polished, image-rich prose with sustained seasonal metaphor and deliberate rhythmic variation."", ""The passage uses repeated cinematic contrasts and carefully shaped closing imagery, suggesting controlled generative literary style."", ""Minor punctuation artifacts (such as missing spaces around em-dash-like breaks) are compatible with model-generated text.""]",905.0,206.0,1111.0,
test::T0044,T0044,test,story,openai,gpt-5.6-luna,1,False,"[""google/gemma-4-E4B-it"", ""Qwen/Qwen3-4B-Instruct-2507"", ""HuggingFaceTB/SmolLM3-3B"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""microsoft/Phi-4-mini-instruct"", ""human""]",mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,ai,0.28,"{""human"": 0.12, ""HuggingFaceTB/SmolLM3-3B"": 0.1, ""Qwen/Qwen3-4B-Instruct-2507"": 0.16, ""google/gemma-4-E4B-it"": 0.14, ""microsoft/Phi-4-mini-instruct"": 0.2, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.28}","[""Highly polished, image-dense prose with sustained seasonal metaphors and deliberate rhythmic variation suggests a capable generative model."", ""The passage contains repeated atmospheric contrasts and somewhat formulaic lyrical phrasing, with limited individualized narrative development."", ""Punctuation artifacts such as hyphens in place of em dashes are consistent with generated text or formatting noise.""]",905.0,222.0,1127.0,
test::T0044,T0044,test,story,openai,gpt-5.6-luna,2,False,"[""HuggingFaceTB/SmolLM3-3B"", ""google/gemma-4-E4B-it"", ""human"", ""microsoft/Phi-4-mini-instruct"", ""Qwen/Qwen3-4B-Instruct-2507"", ""mistralai/Mistral-7B-Instruct-v0.3""]",Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B-Instruct-2507,ai,0.34,"{""human"": 0.16, ""HuggingFaceTB/SmolLM3-3B"": 0.08, ""Qwen/Qwen3-4B-Instruct-2507"": 0.34, ""google/gemma-4-E4B-it"": 0.12, ""microsoft/Phi-4-mini-instruct"": 0.1, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.2}","[""Highly polished, image-dense literary prose with recurring seasonal metaphors and deliberate sentence-rhythm variation."", ""The passage is cohesive but somewhat over-saturated with evocative descriptors and personification, a pattern more consistent with generated fiction than ordinary human drafting."", ""Formulaic reflective closure and repeated transition imagery suggest an instruction-tuned model’s stylistic completion.""]",905.0,222.0,1127.0,
test::T0044,T0044,test,story,gemini,gemini-3.5-flash-lite,0,False,"[""google/gemma-4-E4B-it"", ""microsoft/Phi-4-mini-instruct"", ""human"", ""HuggingFaceTB/SmolLM3-3B"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""Qwen/Qwen3-4B-Instruct-2507""]",human,human,human,0.95,"{""human"": 0.95, ""HuggingFaceTB/SmolLM3-3B"": 0.01, ""Qwen/Qwen3-4B-Instruct-2507"": 0.01, ""google/gemma-4-E4B-it"": 0.01, ""microsoft/Phi-4-mini-instruct"": 0.01, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.01}","[""Rich, evocative sensory details and natural figurative language ('lingering warmth in the marrow', 'desperate shade of apricot') characteristic of creative human writing."", ""Varied and complex sentence structures without the formulaic transitions typical of LLMs."", ""Cohesive thematic development and pacing lacking common machine-generation artifacts.""]",,,1091.0,
test::T0044,T0044,test,story,gemini,gemini-3.5-flash-lite,1,False,"[""Qwen/Qwen3-4B-Instruct-2507"", ""HuggingFaceTB/SmolLM3-3B"", ""google/gemma-4-E4B-it"", ""microsoft/Phi-4-mini-instruct"", ""human"", ""mistralai/Mistral-7B-Instruct-v0.3""]",human,human,human,0.85,"{""human"": 0.85, ""HuggingFaceTB/SmolLM3-3B"": 0.02, ""Qwen/Qwen3-4B-Instruct-2507"": 0.03, ""google/gemma-4-E4B-it"": 0.03, ""microsoft/Phi-4-mini-instruct"": 0.04, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.03}","[""Rich sensory details and sophisticated metaphorical framing avoid formulaic AI storytelling tropes."", ""Nuanced sentence rhythm and varied syntactic structures suggest human composition."", ""Evocative phrasing like 'the slow, deliberate click of a porch screen door closing' demonstrates authentic creative depth.""]",,,1081.0,
test::T0044,T0044,test,story,gemini,gemini-3.5-flash-lite,2,False,"[""mistralai/Mistral-7B-Instruct-v0.3"", ""HuggingFaceTB/SmolLM3-3B"", ""microsoft/Phi-4-mini-instruct"", ""human"", ""google/gemma-4-E4B-it"", ""Qwen/Qwen3-4B-Instruct-2507""]",human,human,human,0.65,"{""human"": 0.65, ""HuggingFaceTB/SmolLM3-3B"": 0.05, ""Qwen/Qwen3-4B-Instruct-2507"": 0.1, ""google/gemma-4-E4B-it"": 0.1, ""microsoft/Phi-4-mini-instruct"": 0.05, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.05}","[""Evident literary texture and nuanced sensory details typical of creative human writing."", ""Varied and complex sentence structures without the typical overused formulaic phrasing of LLM fiction."", ""Consistent atmospheric tone and natural pacing.""]",,,1070.0,
test::T0051,T0051,test,howto,openai,gpt-5.6-luna,0,False,"[""google/gemma-4-E4B-it"", ""human"", ""HuggingFaceTB/SmolLM3-3B"", ""Qwen/Qwen3-4B-Instruct-2507"", ""microsoft/Phi-4-mini-instruct"", ""mistralai/Mistral-7B-Instruct-v0.3""]",Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B-Instruct-2507,ai,0.3,"{""human"": 0.08, ""HuggingFaceTB/SmolLM3-3B"": 0.12, ""Qwen/Qwen3-4B-Instruct-2507"": 0.3, ""google/gemma-4-E4B-it"": 0.14, ""microsoft/Phi-4-mini-instruct"": 0.2, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.16}","[""Highly formulaic, child-oriented explanatory framing with repeated analogies and explicit simplification."", ""The smooth instructional progression and polished chemical notation are more characteristic of an instruction-tuned model than spontaneous human prose."", ""Repetition of core concepts and the concluding summary suggest generated educational content.""]",873.0,207.0,1080.0,
test::T0051,T0051,test,howto,openai,gpt-5.6-luna,1,False,"[""google/gemma-4-E4B-it"", ""microsoft/Phi-4-mini-instruct"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""Qwen/Qwen3-4B-Instruct-2507"", ""HuggingFaceTB/SmolLM3-3B"", ""human""]",google/gemma-4-E4B-it,google/gemma-4-E4B-it,ai,0.3,"{""human"": 0.16, ""HuggingFaceTB/SmolLM3-3B"": 0.08, ""Qwen/Qwen3-4B-Instruct-2507"": 0.16, ""google/gemma-4-E4B-it"": 0.3, ""microsoft/Phi-4-mini-instruct"": 0.18, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.12}","[""Highly polished, child-friendly explanatory style with extended analogies and explicit recap resembles instruction-tuned model output."", ""Formulaic progression from ingredients to mechanism to products, with repetitive clarification and simplified phrasing, is more characteristic of generated educational text than spontaneous human prose."", ""The consistently enthusiastic tone and parenthetical chemical notation suggest a model-produced science explanation.],""]",873.0,223.0,1096.0,
test::T0051,T0051,test,howto,openai,gpt-5.6-luna,2,False,"[""mistralai/Mistral-7B-Instruct-v0.3"", ""microsoft/Phi-4-mini-instruct"", ""HuggingFaceTB/SmolLM3-3B"", ""Qwen/Qwen3-4B-Instruct-2507"", ""google/gemma-4-E4B-it"", ""human""]",mistralai/Mistral-7B-Instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,ai,0.3,"{""human"": 0.15, ""HuggingFaceTB/SmolLM3-3B"": 0.12, ""Qwen/Qwen3-4B-Instruct-2507"": 0.15, ""google/gemma-4-E4B-it"": 0.1, ""microsoft/Phi-4-mini-instruct"": 0.18, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.3}","[""Highly structured, elementary explanation with repeated analogies and explicit recap is characteristic of instruction-tuned educational generation."", ""Phrasing is smooth but somewhat formulaic, with stock transitions such as “In simple terms” and repeated product explanations."", ""The prose contains minor awkwardness, including “power source-the energy,” suggesting generated rather than carefully edited human text.""]",873.0,225.0,1098.0,
test::T0051,T0051,test,howto,gemini,gemini-3.5-flash-lite,0,False,"[""Qwen/Qwen3-4B-Instruct-2507"", ""HuggingFaceTB/SmolLM3-3B"", ""google/gemma-4-E4B-it"", ""human"", ""microsoft/Phi-4-mini-instruct"", ""mistralai/Mistral-7B-Instruct-v0.3""]",google/gemma-4-E4B-it,google/gemma-4-E4B-it,ai,0.65,"{""human"": 0.05, ""HuggingFaceTB/SmolLM3-3B"": 0.05, ""Qwen/Qwen3-4B-Instruct-2507"": 0.05, ""google/gemma-4-E4B-it"": 0.65, ""microsoft/Phi-4-mini-instruct"": 0.1, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.1}","[""Uses accessible pedagogical analogies characteristic of instructional LLM outputs."", ""Employs a structured equation summary at the end typical of educational generation templates."", ""Consistent formatting of chemical formulas within inline math delimiters.""]",,,1044.0,
test::T0051,T0051,test,howto,gemini,gemini-3.5-flash-lite,1,False,"[""mistralai/Mistral-7B-Instruct-v0.3"", ""Qwen/Qwen3-4B-Instruct-2507"", ""human"", ""microsoft/Phi-4-mini-instruct"", ""HuggingFaceTB/SmolLM3-3B"", ""google/gemma-4-E4B-it""]",Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B-Instruct-2507,ai,0.65,"{""human"": 0.05, ""HuggingFaceTB/SmolLM3-3B"": 0.05, ""Qwen/Qwen3-4B-Instruct-2507"": 0.65, ""google/gemma-4-E4B-it"": 0.1, ""microsoft/Phi-4-mini-instruct"": 0.1, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.05}","[""Uses a characteristic pedagogical analogy ('tiny, amazing chefs!') common in instruction-tuned language models."", ""Employs a structured summary equation format ('Sunlight + Water + Carbon Dioxide -> Glucose (Food) + Oxygen') typical of AI explanations."", ""Maintains an overtly enthusiastic and evenly paced explanatory tone throughout the text.""]",,,1073.0,
test::T0051,T0051,test,howto,gemini,gemini-3.5-flash-lite,2,False,"[""microsoft/Phi-4-mini-instruct"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""human"", ""Qwen/Qwen3-4B-Instruct-2507"", ""google/gemma-4-E4B-it"", ""HuggingFaceTB/SmolLM3-3B""]",human,human,human,0.45,"{""human"": 0.45, ""HuggingFaceTB/SmolLM3-3B"": 0.1, ""Qwen/Qwen3-4B-Instruct-2507"": 0.1, ""google/gemma-4-E4B-it"": 0.1, ""microsoft/Phi-4-mini-instruct"": 0.15, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.1}","[""Engaging, pedagogical tone uses natural analogies like comparing roots to straws."", ""Conversational phrasing such as 'Imagine plants as tiny, amazing chefs!' matches human educational writing.""]",,,1024.0,
test::T0063,T0063,test,review,openai,gpt-5.6-luna,0,False,"[""Qwen/Qwen3-4B-Instruct-2507"", ""microsoft/Phi-4-mini-instruct"", ""human"", ""HuggingFaceTB/SmolLM3-3B"", ""mistralai/Mistral-7B-Instruct-v0.3"", ""google/gemma-4-E4B-it""]",Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B-Instruct-2507,ai,0.3,"{""human"": 0.08, ""HuggingFaceTB/SmolLM3-3B"": 0.18, ""Qwen/Qwen3-4B-Instruct-2507"": 0.3, ""google/gemma-4-E4B-it"": 0.14, ""microsoft/Phi-4-mini-instruct"": 0.16, ""mistralai/Mistral-7B-Instruct-v0.3"": 0.14}","[""Highly formulaic promotional prose with repeated superlatives and sensory descriptions."", ""Long, uniformly polished sentences and recurring stock phrases suggest synthetic generation."", ""The review has limited concrete specificity despite extensive descriptive detail.""]",1001.0,192.0,1193.0,
