domain,prompt_id,source_type,model_name,model_id,text,n_words,valid_length,seed,temperature,top_p,human_dataset
opinion,,human,human,human,"Do you drive a car? Well if you do then you haven't heard about countries all over the world who are limiting their driving. People all over the world who have stopped their driving are saying that it is a good thing. Some people are happier without a car then when they did have a car. People are having car free days. In America, people are buying fewer cars, driving less and getting fewer licenses as each year goes by. In Vauban, Germany residents have given up their cars. Their streets are completley car free. You are still able to buy a car but there is only two places to park and you have to pay alot of money to do so. 70 percent of the people who live in Vauban do not own cars and 57 percent sold their car to move their. People who live their say that they are happy and stress free without a car. In the United States. the Evironmental Protection Agency is Promoting Car Reduced communities and Legislators are starting to act. In Bogota, Columbia they have a car free day where citizens are not allowed to drive cars. The only transportation they are allowed is buses and taxis. The goal they are trying to enforce is to promote alternative transportation and reduce smog. The turnout was large, and for the first time, two other cities, Cali snd Valledupar, joined in on the event. According to Carlos Arturo he said that ""it's a good opportunity to take away stress and lower air pollution."" The day without cars is part of a campaign that began in Bogota in the mid-1990s. Parks and sports centers have bloomed throughout the city, sidewalkes have been replaced by smooth sidewalks, and new resturants ans shopping districts have cropped up. The United States had long been one of the world's prime car cultures. It's the birthplace of many cars. But America's love of vehicles has been cooling. The number of miles driven in the united states peaked in 2005 and dropped thereafter. At the Mobile World Congress they stated that 'pedestrian, bicycle, private cars,commercial and public transportation traffic are woven into a connected network to save time, conserve resources, lower emissions and improve safety."" Driving has decreased over the years. Not having a car does not stop you from meeting your friends either.",393,True,,,,nlpatunt/D_persuade_2
opinion,,human,human,human,"There is a limit to car usage. A car can really come in handy but its not nessary. Gas is not all that cheap for evryone either. Cars don't need to be used for everyhting but since thats an easy way to get around people just take advantage of that and use it. People can cause lots of damage with the way they use there car. Weather people of the millennial generation will start buying more cars once they have kids to take to soccer practice ans schoolplaus remains an open question. A car can really help you out in some cases. But it not nessary at all. There are lots of other things you can do to help help out. Their are things you can do to get you places and also helping you out. Example riding a bike, gets you to exercise and also take you places. Needing of a car isn't so needy anymore.""But america's love affair with its vehicles seems to be cooling. people do can cause lots of damage with there vehicles. The amount of care people have with driving is rediculous. Parks and sports centers have also bloomed throughout the city. Their are sidewalks that have to be replaced,rush-hour restrictions that have dramatically cut traffic. All these can happen for careless people instead of following such simple things. Not only do people use up gas in there car but also miles. The number of miles used in your vehicle does matter. The number of miles driven in the united states peaked in 2005 and dropped steadily thereafter, according to an analysis. Means car usage is very high in the united states. My opinion cars are no nessasary for everything. There are more to use or do to get to places which may take longer or faster but still getting there. Some advantages of limiting your car usage. Yes there are much limits to it which are important. People should really start using or finding other way to go.""Its's a good opportunity to take away stress and lower air pollution"".",345,True,,,,nlpatunt/D_persuade_2
opinion,,human,human,human,"Have you ever wandered about self-driving cars? I believe that they should be the next step in the automobile industry. Some reasons why self-driving cars should be part of the future is because of the traffic jam assistance, in car entertainment, and the safety of the self-driving vehicle. How does a car assist you in a traffic jam? In the self-driving cars vehicle manufactors have built it to be able to drive in conditions below 25mph. When a person is in a traffic jam they begin to get bored and eventually sleepy. Instead of a person now continuisly have to push and release the gas the car now does that for you. Also when the car is driving the person is required to keep their hands on the steering wheel at all times. This feature also alows the car to react if the driver falls asleep. Wouldent in-car entertainment just be another distraction to the driver? Most people would say that having something else to watch while behind the wheel is a distraction to driving. For this in-car entertainment the feature would only be avalible for the driver when the car is in traffic jam assist mode and would instantly shut off when the driver needs to take over the car. How is all these gagets safe for the driver and all other drivers? The safety of these self-driving cars has been checked over and over. More and more sensors are being put into the car to make it able to detect other cars and to stop/go when needed. Although one arguement about safety has been brought up about not having a human driver controlling the car at all times. Have you wandered what a self-driving car would be like? I believe that self driving cars should be the next step for the automobile industry. Some reasons why it should be the future of cars is because of traffic jam assistance, in car entertainment, and the safety of the self-driving cars. What would it be like to have a self-driving car?",341,True,,,,nlpatunt/D_persuade_2
opinion,,human,human,human,"Are cars necessary in today's society? Of course they are necessary. Now, are driverless cars necessary? I would argue that they are not. Cars have been around for about a hundred years, and not once has society put its foot down and demanded a car that drives itself. The driverless cars this article discusses are not actually driverless, they are not legal, and there is no telling what future problems may arise. Shouldn't a truly driverless car not require a human at all? I personally believe a driverless car should be able to navigate itself without human interferance. If it requires a human, then what is the point of calling it driverless? In fact, all the driverless cars being created right now are designed to notify the driver when it approaches a work zone or accident. So, in case the need to have a human take over arises, an individual would have to be sitting in the drivers seat, paying absolute attention to the road, and await the moment the car will allow the individual to take over. Wouldn't that take away the nejoyment of owning a driverless car? I believe it is even more of a hassle than driving ever would be. A person would have to fight boredom and remain alert while doing nothing other than sitting in the driver seat. To all driverless car companies: driving is paying attention to the road, but the driver is actually engaged, making driving more interesting. Not only are driverless cars not fully developed, but they are not even legal. Most states do not allow driverless cars. In fact, most states do not even allow driverlesss cars to be tested on their roads. The article only mentions four places that allow driverless cars, and they only allow limited use. If these cars are not even allowed by most states to out on the road for testing, imagine how long it would take to pass laws to get these cars approved. A myriad of problems could arise pertaining to driverless cars. The article mentioned a very real problem in driverless cars: if something goes awry and someone in injured, who is at fault? These cases would resort in major courtroom battles between average people and multi-million dollar companies. Another potential problem with driverless cars is the change off between driver and robot.",390,True,,,,nlpatunt/D_persuade_2
opinion,,human,human,human,"Many students choose not to participate in after school actives. This does not benefit them as they miss out on learning very important skills. If the principle were to mandate after school activities, it would be to the benefit of all students. It would give the people who do not already participate an excuse to do so. It might even turn out to be the best decision they had to make. This can earn them many life skills such as being a part of a team, learning to be a leader, or how to balance a more complicated schedule. Extracurricular activities allow students to choose the activities that interest them, for example, if someone likes sports they might choose volleyball. If another student is more interested in theater, they might audition for the musical. The wide selection of activities would be good for students as they are figuring out their interests, as well. These students can try multiple different activities until they find the right one. Having an activity that is enjoyable is very important, as it makes you more inclined to learn. Therefore having an after school activity provides that inclination to learn. This new or refreshed desire to learn, allows new skills to be taught. For example if a student are on a volleyball team and they enjoy the sport, then they will be more likely to learn to work with their teammates. Skills like working with others are very important in adult life. They are needed not just for a sports team but for any job. One example is, being on a development team. The team is trying to come up with a new way to manufacture cars, everyone on the team has their own idea. They have to work as a team in order to produce one, well fabricated idea. This requires them to be able to work as a team, just like a student might have to in their extracurricular activity. One other skill that is easily acquired from after school programs is leadership. Many activities help with this, but the most prevalent is student council. Learning to lead classmates and peers can be of great assistance when looking for a job or getting a promotion. Most jobs that are high up in the company are jobs that require the ability to lead and manage people.",391,True,,,,nlpatunt/D_persuade_2
opinion,,human,human,human,"Imagine you are a student, There is only two days until summer break and you cant wait to finally be free of all the boring school work. Then your teacher imforms you that you'll be having a summer project. Do you really want more work that will take up your free time? What if there was another way. Summer is the time for students to relax, unwind, and have a break from school. They should be able to design their own summer projects to make their time more enjoyable. First, Summer is the students break time from everything school related. They finally have the chance to relax their bodies and brain from all the cludder from school. Students will more likely remember to do the project if they create them. Students would much rather spend their free time doing things they enjoy or want to do. because of all the fun they did during break and will be more happier and egur to tell someone or just want to share their summer experience. Second, Teachers can't assign projects that each student would like. Everyone has their own way of things, some people dont like this or cant relate to some things people write or presented. If students don't like the project the teacher assigned they'll most like forget about it and wont finish it, meaning zero in the grade book. Teachers assign one project about a certain thing so it wont be that much work but at the same time a lot because of the many students. Finally, students can get benefits from designing their own project. it teaches them differant skills like independents, responabiltlies, and self awarness. Provide insight of what the teachers be like and what they be having to do durning the weekends and breaks. Students will get to learn how the real world is and that you can't go out every single weekend cause you will work or other things important to care of before getting into the fun things. Altogether, students designing their own projects can be very beneficial, and transform the student way of thinking about their work.",354,True,,,,nlpatunt/D_persuade_2
opinion,,human,human,human,"Seeking advice from multiple people will give you a sense of what other people think about the topic. Seeking answers from multiple people will give you more of an understanding about what is going on and what you should decide to do in order to produce a better outcome for you and for others. In order to make the right decision you need to be aware of how the majority of the people you ask view the topic. Asking questions about problems is how you become smarter. If nobody were to ask questions, nobody would be smart, and we would all still be living in caves. In order to gain knowledge we need to understand how things function in our world. We need to know what to do and what not to do. There are many possible outcomes that could lead to bad things if you don't ask others' point of view on the topic. For example, a classmate named Generic_Name and I are having problems between ourselves. I do not know whether to apologize or to let the freindship die off. I ask ten people in my class about their opinion on Generic_Name. Nine out of the ten people think that Generic_Name has a very self loathing and snippy personality. They also say that he often does not care about his friends and only does things that please himself. Because I asked my fellow classmates, I now have a sense of Generic_Name's personality traits. The majority of my classmates did not like Generic_Name very much. Mrs. Generic_Name, my math teacher, often gets mad at Generic_Name and sends him home with misbehavior notes for his parents to read. I now know that Generic_Name is not a very nice person and is prone to getting into trouble. Based on what I have heard from others and what I have learned in class about Generic_Name, I have come to the conclusion that it would not be a wise decision to become friends with Generic_Name again. Becoming friends with Generic_Name would set me up for failure. I would fall under the influence of Generic_Name and most likely get myself into trouble. Asking multiple people's opinions can also be a great stradegy for the work environment. Getting advice from others at work can lead to multiple benefits.",383,True,,,,nlpatunt/D_persuade_2
opinion,,human,human,human,"When one thinks of transportation, the first idea that springs into a persons mind would be a car. A car is used almost daily for many people. It helps us get to point A to point B rain or shine. However, complications arise from the use (or overuse) of cars. The advantages of limiting car usage includes reduction in pollution, promote public transport, and cut off traffic. Pollution has become a growing problem as the world continues to industrialize. The greenhouse gases emitted by machines, such as cars, have been proven detrimental to the enviornment. In car-dense citites, smog, a mixture of smoke and fog, has become a nuisance as it covers cities. In extreme cases,it makes the air citizens breathe toxic! According to Source 1, "" Passenger cars are responsible for 12 percent of greenhouse gas emission in Europe... and up to 50 percent in some car-intensive areas in the United States."". To establish limits to car usage would then, therefore, reduce the emission of greenhouse gases in the atmosphere and clear up conditions not only for the world, but make the over-all city more enjoyable to live in. In order to reduce pollution and clear the air, Paris enforced a partial driving ban to clear the air of the international city. Source 2 states that "" The smog cleared enough Monday for the ruling French party to rescing the ban..."" proving that limiting car usage benefitted the city and the enviornment as well. Reduction of car usage would lead to the promotion of public transportation. Public transport was free of charge during the ban in Paris which stated was a success in reducing pollution. Limiting car usage would then correlate in the promotion of public transport which, according to Source 4, ""...public transportation traffic are woven into a connected network to save time, conserve resources, lower emissions [of greenhouse gases] and improve safety"" This not only benefits one's safety and environment but allows time-efficient traveling as buses and other public transport run along a contiuous schedule. Public transport also produces carpooling, which allows the reduction of cars on the road. This also eliminates a distributor in the production of greenhouse gases within the atmosphere which benefits the world. Limiting car usage will take one annoying factor from our daily lives-- traffic.",383,True,,,,nlpatunt/D_persuade_2
review,,human,human,human,"Oh, laundromats. How you take me back to my days in college and grad school. Though I've been fortunate to have in-home laundry capabilities everywhere I've lived over the last several years, recently I found myself in need of professional (laundry) help when my dog puked all over our comforter and mattress pad (thanks again for that, little buddy). Our washer was too small to do the job, so off I went to the Laundry Factory.\n\nLike I said, it's been awhile since I've been to a laundromat, so I don't know what other laundromats are like these days, but wow, this one was wayyyy nicer than the ones I used to go to back in the day! It was modern, clean, bright, and had tons of well-kept machines. No dank corners where sketchy people loitered, no broken machines, no weird funky old sneaker smells. \n\nThey had several sizes of machines to choose from, ranging from average (a regular household laundry machine) to mega-capacity. I chose the \""large load\"" machine, which fit our comforter and mattress pad just fine. A load in the large capacity machine cost $6.00, which seemed a little steep, but not too bad. Other machines ranged in price from $2.75 to $10.00 (super mega capacity machine). They also have super capacity (50 lb.) dryers, which was very handy. It was $.50 for the first 5 minutes of drying time, and then $.25 for every 4 minutes after that. Again, seemed a little steep, but the dryers were very efficient -- I think it took only about 15 minutes (on low heat, no less) to dry my bulky items.\n\nThey had well-stocked change machines and a nice little lounge to wait in. I didn't see any bathrooms, so good thing I refrained from going to the beer store next door to have a cold one while I waited.\n\nThey do have a parking lot, but it's really small and packed, so you'll probably only get a spot if you're lucky. So plan to either park on the street or behind the building (I found plenty of space behind the building and wasn't ticketed or towed).\n\nAnyhow, next time I need to use a large capacity washing machine (which I hope is NEVER -- hint hint, my little doggie friend), I will not hesitate to come back here.",386,True,,,,Yelp/yelp_review_full
review,,human,human,human,"Have taken my car here a few times because there's a bus stop out front so it's convenient to drop my car off and get to work. But after what happened I will never be back. They just cost me money and lost my tires. \n\nIn March I blew a tire on a pothole (naturally) and they replaced the two front tires for me. The second tire was fine but you have to replace both, I kept it so that I would have a spare if another one blew out. Put the tires in my basement, no problem. Saved for a rainy day. \n\nThis week I ran over a nail and the tire wasn't fixable so I had to get it replaced. Luckily I've got a spare! I called Monro early this morning to see if I could get in but they said it would be tomorrow at the earliest. I needed my car so I took it to pep boys (three hour turnaround - also the last time I needed an oil change they said they were booked for three days, good lord). \n\nI drop the car off at Pep Boys and tell them the extra tire is in the back. They call me up and tell me the tire is the wrong size. What? Monro gave me the wrong tires back when they replaced them in March. So I had to buy a new tire when I had a perfectly good one that is now god knows where. The tire was the wrong size and definitely didn't come from my car as it wouldn't have fit on the rim. \n\nAfter paying for the tire at Pep Boys I went over to Monro to see what they would do about it. They informed me that because I already had the new tire put on they couldn't do anything but the next time I came in they \""would work with me\"". Why the hell would I come back when you just screwed me out of a hundred bucks and a good tire? Not worth chancing. Because you couldn't fit me in within a day I get screwed? \n\nIf you need tires go to Pep Boys on Milvalle. If you need an oil change go to Midas on Penn Circle they'll be able to get you in and not wait three days.",391,True,,,,Yelp/yelp_review_full
review,,human,human,human,"In the past when my husband and I needed to purchase good quality furniture we always went to Walter E Smith in the Chicago area. Since living here we made the change to Ethan Allen. We purchased a full living room from them this past spring and have been very happy with almost everything. The service was great and the sales person listened to us and put together exactly what we wanted with one exception. We asked for tables (specifically a coffee table) that could stand up to some abuse because we have a 16 month old at home. The table he recommended is beautiful but does not at all stand up to what he said it would. This table is only 3 1/2 months old and already has wood chipping off, many many dents and looks absolutely horrible. This table is so softI can dent/scratch it with my fingernail. Ive have better quality tables from Target and World market for 1/3 the price. After only 2 months use I called the store to tell them the sales clerk clearly did not know the product he was selling, if he did he never would have recommended this table. I was told they did not cover customer abuse and can't be held accountable for a sales person giving me bad information. It's the sylvan coffee table....DO NOT BUY IT!! I dropped the remote control on it and it left a huge dent. They wouldn't even offer to come out to see if the table was defective or had the wrong finish. I told them I would bring it in myself and they said no. My end tables and cocktail table are extremely durable/well made and are exactly what I wanted. I am disappointed the table I was most concerned about is horrible.",301,True,,,,Yelp/yelp_review_full
review,,human,human,human,"again, came here as it was within walking distance of our hotel. the restaurant wasn't very full, but service was super slow for our party of 7. i was really excited for the bread after reading the reviews, and i am the type that can kill a whole basket. i could barely eat one. it was dry and tasteless. \n\nthen our side salads took forever and a day to come out. we also asked for extra ice and such, but our waitress never remembered. sigh. the salads finally came and it was a normal salad but good as i hadn't eaten much veggies during my stay. i had ordered the special of the day, pesto chicken (but i substituted for shrimp) florentino. when i was given my dish, it was a alfredo sauce. i pointed out to the server that i had ordered pesto, and she replies, yeah i thought that didnt look right. wow sherlock, since pesto is green! she took it back, and it came out a minute later. i think they just threw some pesto in and mixed it up as it came back way too fast. but regardless, i preferred that than having to eat 10 minutes after all my coworkers dug in. my dish was okay, heavier than i had expected (but maybe i wasnt expecting alfredo with some pesto), but the shrimp were huge and tasty. not as much food as i had thought it would be, which was good. i tried a little of the margherita pizza, and it was not good. it was sooooo soggy on the bottom. yuck. but their pizza portions are huge! tried my coworkers penne vodka, and that was tasty!\n\nagain, probably wouldnt come back, but if i did, id probably only order the penne with vodka sauce. to go.",301,True,,,,Yelp/yelp_review_full
review,,human,human,human,"Upfront disclosures:\nI am a sushi snob, and am extremely particular about my sushi.\n\nI am going to break my review into two parts - Typical Japanese food and sushi. \n\nTypical Japanese food: We ordered some pork shumai that were pretty good, but was served with a brown-wasabi-type paste. It tasted like wasabi, but why the hell was it brown? We also ordered pan fried pork with kimchi. The kimchi was very spicy, but good. The pork was a bit tough. \n\nThey have a whole list of special appetizers, but only about 4 were translated into english. My girlfriend asked for more translation, but the waiter told us we really wouldn't be interested in them, so we dropped the conversation on it. \n\nMy gut tells me this place has very good, and very authentic Japanese food, but I am not experienced enough in non-sushi Japanese food. \n\nOn to the sushi: We chose this restaurant due to the reviews on Yelp. We eat a ton of sushi and were excited to try a new place. \n\nMusashi has a very small sushi menu. There are few rolls to choose from, and a medium sized menu for sashimi and nigiri. \n\nWe ordered salmon and tuna nigiri. The fish was cut rather sloppily, and my girlfriend is not convinced that we actually had salmon. The salmon was all pink, no typical white-fat lines.... why?\n\nThe rolls come in pieces of 3, which I find weird. I am typically used to larger rolls with 6 or 8 pieces. It really felt that the food was made hours before and then served up, as the rice was cold and solid - not like sushi rolled right in front of you. \n\nWe have not been back. If you're looking for really, really, really authentic Japanese food, I would head here and try. if you're looking for a great sushi experience, I would try other places in the area.",318,True,,,,Yelp/yelp_review_full
review,,human,human,human,"I usually do not take the time to review restaurants, and actually this is my first review ever. However, my experience at this restaurant was so bad, I had to share it. First off, I work at a restaurant and have for 4 years, so I try not to be too hard on other restaurants when I dine out because I know the struggle. My mother and I chose to try this restaurant before attending a concert at the arena, which is very close by. We had never eaten here but knew it was upscale and were looking forward to enjoying good food and even better service. We had a reservation, but it still took a while for us to get seated. No big deal, because we did not have to wait long. Once we got seated, it took our waiter a long time(about 10 min) to start us out with drinks. They were fairly busy, but I noticed our waiter only had 2 other tables, who were already done with their meal. Once he brought our waters out, we could not get him to our table again, even after attempting to wave him down. It seemed like he was avoiding eye contact with us. Once we finally did get him back to our table, it seemed like he was rushing us to order, and was actually quite rude about it . As we were ordering our cocktails and appetizers, he then pressured us to order our main course, although we had not decided what we wanted yet. When we expressed that we wanted to wait to order, he seemed to give us attitude, and stated that the kitchen was chaotic and \""up in flames\"" and if we didn't order at this time, we wouldn't make it in time for our concert. However, we were dining at a time that was gave us plenty of time to make our concert, and we were trying to enjoy our drinks and appetizers before ordering our main courses, and did not appreciate being rushed.",341,True,,,,Yelp/yelp_review_full
review,,human,human,human,"Barrique's in general is great - they know their wine, and they serve Milwaukee's own Alterra coffees and baked goods.I've been to two of their other Madison locations and enjoy the laid-back atmosphere and comfortable seating areas. \n\nHowever, this morning on my way out of Middleton, the staff at the Middleton Coffee Trader location was dismal. At 7:30 a.m., the assumption in a coffee shop three blocks from a major freeway entrance should probably be that people are on their way to work, or just generally not interested in a leisurely 15-minute wait for a latte!\n\nWhen I entered the store there was one person already waiting for an espresso drink, one person ahead of me and no one behind me. After one of the three employees rung me up, I waited several minutes as the barista VERY leisurely made the person in front of me's cappucino. She was literally pulling an espresso, standing for a few seconds talking to the other girl, then steaming the milk, then standing, and so on.\n\nAfter she finally finished the other guy's drink, she wiped her area down and took her sweet time to start my drink. It was very obvious I was there waiting, and very obvious that she was just wasting time. Meanwhile, her and one of the other employees started to argue with one another, all the while she does nothing. Finally, I tried to make eye contact with one of them, because I really was in a hurry to get back to Milwaukee. Finally, she made my drink, slooooooowly. \n\nAs an aside, I'm not that uptight or fast-paced of a person, but customer service with no customer focus really gets on my nerves, and there is simply no excuse for ignoring a customer in a coffee shop at 7:30 in the morning. The whole experience left a bad taste in my mouth.",311,True,,,,Yelp/yelp_review_full
review,,human,human,human,"So the last time I went to a water park was probably when I was in elementary school and didn't really know how to swim (... I still kinda don't. lol). Anyway, it was in California at Raging Rivers and it was a traumatizing experience. Screaming & being tossed around in the pool that pushes periodic waves at the sound of a loud horn and ending up with scraped knees and feet. Not fun.\n\nSo to say the least, I was a bit nervous coming to this water park afraid to have another episode of feeling I was being drowned. Luckily that did not happen.\n\nI seriously had SO MUCH fun here! I honestly was only expecting to go on the Lazy River pool all day but with my bf, we hit up so many rides... tandem AND single rides! I feel like such a big girl now! Definitely lean back while you're on those single donuts on the water rides, or else you feel like you're going to flip over while swishing down the tubes. The new dragon ride they just opened up was okay. I was expecting it to be so much more fun, but literally you just slide down a dark tube into a circular room where you just slowly swirl your way down the middle hole and that was it. \n\nThere was this one ride where you slide down the tubes for a few seconds, then you land into a pool where a worker pushes you into another tube and this continues about 3 times. It was weird. Kinda awkward with the worker having to grab you and push you through. Although it was still fun. The last dude threw me in backwards! Scared the crap out of me but it was fun :)\n\nThe food here is surprisingly pretty affordable. Plus, who wants to eat a huge meal while in your swim suit. Me don't want no pot belly. \n\nOverall I had such a fun time here. It definitely made me rethink my fear of water parks. By the way, we went on a Saturday in early June and it wasn't as packed as I thought it would be! So the lines weren't long at all. Also, go to Giant Eagle to purchase your discounted tickets. You save a few bucks versus buying them at the water park. Oh and don't forget to bring sandals while walking around.",400,True,,,,Yelp/yelp_review_full
review,,human,human,human,"Sadly I've been here a few times because it's a crowd pleaser when my girlfriend's parents come down to visit. There's nothing really WRONG with it. The portions are big and the food is \""alright\"" and the interior gives you the superficial impression that you're encountering fine dining.\n\nThe food is sooooo bland though. Everything you get at P.F. Chang's you can get elsewhere in Pittsburgh at a much lower cost and it'll be made with more precision and have better flavor. The honey chicken at P.F. Chang's was so mediocre all I could think about while eating it was heading over to Wai Wai in Bloomfield and getting a tastier order of it for 8 bucks.\n\nLast time we were there the server was horrendous as well. I don't think I've ever felt as awkward at a restaurant. He brought my girlfriend's father (Don) his unsweetened tea then told him he didn't bring sugar because he asked for it sweetened and then did not understand the concept of sweetening it yourself. He then got all huffy when Don kept asking for it and actually seemed angry at us. When he came back to take our order Don ordered for himself and his wife and before Janey (my girlfriend) and I could order he had already started to walk away. We actually had to yell out to get him to come back and finish our order. (not in an uncivilized or malicious way, either) After that he must have thought we were terrible diners (I don't think I've ever been impolite to someone who is currently at work, or ANYONE for that matter) and he showed it by being silent and plopping things down in a passive aggressive way. It was really embarrassing and every time he came by the conversation died.\n\nObviously the attitude of one idiot who can't hide his bad day well doesn't really have anything to do with the restaurant. But it's soooooo bland! Go somewhere else for Chinese! Look up Chinese on Urbanspoon and it'll give you a variety of good, local places to choose from at half the price.",352,True,,,,Yelp/yelp_review_full
review,,human,human,human,"I have been to all of Lidia's restaurants in Manhattan, but this was my first go at her establishment all the way out in Pittsburgh. This restaurant is pretty similar to Becco, except there is no \""theater crowd\"" and the restaurant has a considerable amount of space. The menus are pretty similar too, with the unlimited pasta specials being a mainstay here as well. \n\nThe design of the restaurant is intriguing. It has two levels, and a considerable amount of open air space which is punctuated with huge, intricate chandeliers and giant tableaux along the walls. There is an industrial feel which helps the restaurant blend in fairly well with the Strip District; yet, at the same time, there is a sense of elegance down along the floor. The balance was struck quite nicely, and it made for an interesting place to eat. \n\nAs for dinner, I was disappointed that the 3-course prix-fixe was only available as an option for the entire table. My girlfriend did not want to eat any pasta, so that option was simply not available to me. I am not sure why they can't offer the special on an individual basis and charge a \""single supplement\"" price if only one person orders it from a particular table, especially if we were both planning to eat 3 courses anyway. I ended up ordering the same appetizer I would have ordered from the 3-course menu, a pasta dish for my second course, and forwent dessert for the same price. It seems silly to be so pedantic about such things. Oh well. \n\nFor the appetizer, I went with the Cozze ($12). As an appetizer, it is only available in a white wine preparation, but on the prix-fixe menu they had a red wine (fra diavolo) preparation. Since that menu was verboten to me, you guessed it, I received the white wine preparation. The mussels were served in a very narrow, tall bowl. The bowl was jammed tight with open black mussels, sitting upon a shallow pool of broth and crowned by two pieces of toast. The mussels were clean, not a single one was cracked, and they were all open boasting sizable pieces of meat.",366,True,,,,Yelp/yelp_review_full
review,,human,human,human,"Dude. Pittsburgh. Who knew you had such a refined and sexy dining scene???\n\nWell, your good citizens, that's who. Which is how husband and I were referred to Point Brugge, Salt of the Earth, and lastly Soba Lounge, thanks to the brilliant hostess at our B&B who told us Soba was her favorite spot within walking distance. I don't usually dine without Yelping these days, but I am so glad we recklessly heeded her advice. Our meal at Soba was one of the finest, most delicious, and wholly satisfying that I can recall (joining Salt of the Earth, no less, in that prestigious category...).\n\nThe subtle lighting and modern d\u00e9cor of the joint is coolly lovely, setting the mood right away for a relaxed dining experience. Attentive, professional service is provided by servers who explain that most of the produce used in Soba's dishes is locally sourced and are happy to make recommendations. Husband and I started out with an Asparagus Maki Roll appetizer, with tempura asparagus, tamago, roasted local shiitakes, scallion, and a spicy lemon ponzu. The soft, sticky rice didn't overwhelm the crunchy asparagus, earthy 'shroom, and slightly-sweet tamago; the ponzu dip was a pleasantly sour foil. We also had an order of Thai-inspired Blue Bay Mussels with crispy soba and aioli, which were fab-u-lous. I eat a lot of mussels, but these were some of the most enjoyable I've ever had.\n\nFor entr\u00e9es, husband and I split the Soba Noodle Scallops -- which arrived at the table with root spinach, cuttlefish, wild mushroom, and fresh wasabi -- and the Seared Tuna -- with a sesame crust, cucumber-red-onion salad, kimchee, ginger fried rice, and peanuts. Both dishes were out of this world. Husband I had trouble cutting ourselves off at half and switching plates, but were both rewarded tenfold for doing so. The scallops had a perfect sear, the soba was fat and chewy, the ponzu wasabi broth was soul-warming. And the tuna was seared expertly, still gorgeously garnet and cool in the middle, complemented by a crunchy, nutty sesame crust and that flavorful rice. I don't think either of us wanted that meal to end. And all things considered, husband and I thought the bill at the end of the night was ridiculously reasonable. Soba FTW.\n\nPittsburgh, I have a crush on you. Your perfectly-priced fine-dining scene makes me want to pull up stakes and move in with you.",398,True,,,,Yelp/yelp_review_full
review,,human,human,human,"Had Hunan Wok yesterday because it was on my way home. I've heard mixed reviews so I wanted to try it for myself. I tried to peruse the menu before ordering but I couldn't find it online anywhere which is disappointing because the hard copy they have available had at least 300 different options from apps, combos, sides, and entrees. \n\nI got their General Tso's Chicken (extra spicy) and because my order was a take-out over $12, they threw in two free egg rolls. #win \n\n(Other offers are Free 1 Small Fried Rice w/purchase of $16, Free General Tso's or Sesame Chicken w/purchase over $28) \n\nI called on my way there and it took about 10-15 .... When I walked in, everything was ready to go. Large portion of chicken was served in plastic and rice was in standard paper folder container. They were not stingy about duck sauce, soy sauce, and fortune cookies. #win #win\n\nJust like the reviews below, the General Tso's was just so-so. It definitely wasn't extra spicy but it did have a mild kick to it. To me, the sauce tasted a bit like wing sauce from a dive bar. I would get it again because it was good but it didn't have an oriental flavor to it. When ordering from a strip mall Chinese food place, I always expect each piece of General Tso's to be a quarter chicken and the rest fatty breading to which I dissect and just eat the meat. My expectations were met but I wasn't disappointed because the chicken was good. \nThe meal had a decent amount of broccoli in it which was cooked perfectly for my taste, a little firmer. \n\nThe egg rolls were OK. Super crispy and not much filling...plenty of oil. They were free and so I can't really complain. \n\nI will definitely eat here again. I'll probably try Sha Cha chicken because it's spicier or Kung Po. This place is good if you want cheap food that will hit a Chinese take-out craving. \n\nEveryone that worked there was really nice - Even the chef in the back said hello. That alone goes a long way in my opinion. \n\nSide note - It's the day after and I'm not sick so I give my seal of health approval.",381,True,,,,Yelp/yelp_review_full
review,,human,human,human,"Disclaimers:\n1) I'm not from Charlotte and live in San Francisco\n2) I was in town on business (and so not paying)\n\nGroup of 6 close business associates at Blue for dinner. \n\nDrinks: Had a guy who grew up in Napa picking wines so we had a few very wonderful bottles. He was impressed with the restaurant's selection and we were with his. I also had a microbrew amber ale on draft that was wonderful.\nService: Was not over or underdone. Had the flair and attention of a nice establishment without being too snobby/formal. One bottle of wine we particularly liked ran out so the manager came over to talk about similar choices. Nice touch.\nAppetizers: Choosing cheese and then pairing them with membrio, walnuts and bread was lovely. The house bread with butter mixed with kalamata olives was a wonderful touch. The calamari rivaled your favorite sports bar (I expected better). The Flavors of the Mediterranean plate was good but not extraordinary. It was a nice option from standard fare for certain though.\nMain meal: For the price we each agreed we didn't get anything special. Certainly the seasonal Jumbo Scallops on Risotto was good, but it wasn't lovely. Almost too salty and there was nothing tying the seafood with the grain. And I adore both items. The Bolognese was described as 'eh' and 'standard' and the two who got the pork roasts were equally so-so in review and description.\nAtmosphere: A jazz trio started up as we ate and it added a light and fun atmosphere to the experience. Tables around us were in good spirits, the lighting was set just right and there was enough space to move between tables (very uncommon in SF). It was nice.\n\nConclusion: This was a good experience but not great. I don't want to think because this is a smaller town then I'm used to, \""nice\"" local places = lower standards. I tend more to think there were good ideas here not executed to their fullest. 3 stars is all about the food which is ultimately why we pay these prices and go to these places. I think if the ingredients were fresher and the temperatures and spices were watched closer then this could be a 5 star no matter in what city it's located.",376,True,,,,Yelp/yelp_review_full
